Data,Time,Date
"AA 55 C0 80 00 0B 04 72 23 72 08 60 C0 ",12:41:25,8/7/2019
No bytes available,12:41:25,8/7/2019
"F8 AA 55 C0 80 00 0B 04 66 23 66 08 78 C0 ",12:46:5,8/7/2019
No bytes available,12:46:5,8/7/2019
